label,definition,comment,exactSynonym,broadSynonym,narrowSynonym,relatedSynonym,subsetType,uri
estuarine coastal lower water column,A layer of estuarine water which extends from an estuarine pycnocline or mid-depth to the estuarine bed and from the shore to a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001314
estuarine open water upper water column,A layer of estuarine water which extends from the surface of the water column to the pycnocline or mid-depth and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters until the end of the estuary most distal from the coast.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001316
estuarine coastal upper water column,A layer of estuarine water which extends from the surface of the water column to the pycnocline or mid-depth and from the shore to a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001312
estuarine tidal riverine open water lower water column,A layer of fresh estuarine water which extends from an estuarine pycnocline or mid-depth to the estuary bed and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters to end of the estuary most distal from the coast.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001329
estuarine tidal riverine coastal upper water column,A layer of fresh estuarine water which extends from the surface of the water column to the pycnocline or mid-depth and from the land-water interface to a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001318
estuarine tidal riverine open water surface layer,"A layer of fresh, tidal estuarine water which extends a few centimeters from the surface of the water column towards the estuary bed and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters until the end of the estuary most distal from the coast.","This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001326
estuarine tidal riverine open water upper water column,"A layer of fresh, tidal estuarine water which extends from the surface of the water column to the pycnocline or mid-depth and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters until the end of the estuary most distal from the coast.","This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001327
mussel reef,A marine reef which is primarily composed of self-adhered or conglomerated mussel shells.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001386
estuarine open water pycnocline,"A pycnocline which is part of an estuarine water body, spanning from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters until the end of the estuary most distal from the coast.","This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001323
estuarine coastal pycnocline,"A pycnocline which is part of an estuarine water body, spanning from the shore to a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters.","This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001313
estuarine tidal riverine coastal pycnocline,An estuarine coastal pycnocline which is composed primarily of fresh tidal water.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001324
estuarine tidal riverine open water pycnocline,An estuarine open water pycnocline which is composed primarily of fresh tidal water.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001328
mussel bed,"A marine faunal bed which is dominated by mussels of the Mytilus or Modiolus genera either 1) resting on the sediment surface, 2)  partially embedded in the sediment, 3) attached to conspecifics (by using their byssal threads), or 4) attached to a piece of gravel in slightly gravelly fine sediments.","This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions. An excerpt of the CMECS description: ""Faunal Beds are highly dependent on substrate type. Individual species and entire biotic communities have adapted specialized anatomies and behaviors for survival on hard substrates; other species and communities have specialized and developed adaptations for life on soft substrates. Generalist fauna also occur (e.g., certain holothurians, crustaceans, and sponges) that can succeed on both substrate types. However, substrate type is such a defining aspect of the Faunal Bed class that CMECS Faunal Bed subclasses are assigned as physical-biological associations involving both biota and substrate.""",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001379
